StateCode,Datetime,Demand,Thermal,GAS,Nuclear,Hydro,Renewable
IND,2024-03-13 09:50:42,216561,161251,4202,5150,10090,37425
IND,2024-03-13 10:50:33,219517,155728,3191,5178,8585,47745
IND,2024-03-13 11:51:05,217247,150599,3180,5158,7869,51889
IND,2024-03-13 12:48:18,212955,146322,3165,5162,6728,53112
IND,2024-03-13 13:50:45,204329,139318,3140,5180,6494,52039
IND,2024-03-13 14:49:46,206588,144252,3124,5184,7554,48544
IND,2024-03-13 15:50:14,205710,151014,3276,5179,8254,40409
IND,2024-03-13 16:49:03,201032,156230,3586,5175,10180,27997
IND,2024-03-13 17:52:09,194208,157076,3814,5174,16872,14165
IND,2024-03-13 18:50:04,196429,160800,4013,5183,19063,8315
IND,2024-03-13 19:49:27,194464,161313,3633,5193,16979,7873
IND,2024-03-13 20:50:32,186835,159761,3269,5226,11614,8161
IND,2024-03-13 21:50:45,183806,159348,2820,5233,9899,8136
IND,2024-03-13 22:49:36,183458,159613,2799,5250,9232,8600
IND,2024-03-13 23:50:44,179776,157281,2816,5327,8000,8418
IND,2024-03-14 00:47:32,177053,156208,2844,5279,6702,7846
IND,2024-03-14 01:48:45,173125,153679,2809,5291,5774,7132
IND,2024-03-14 02:49:16,170751,152301,2798,5290,5111,6878
IND,2024-03-14 03:49:34,171646,153412,2817,5286,5367,6537
IND,2024-03-14 04:49:25,175055,156405,2828,5283,6082,6360
IND,2024-03-14 05:55:04,183192,160596,3281,5281,10559,5806
IND,2024-03-14 07:03:36,195258,162039,3602,5307,19183,6502
IND,2024-03-14 07:50:58,199555,159641,3530,5307,17642,13924
IND,2024-03-14 08:50:01,206517,158562,3501,5287,11739,27773
IND,2024-03-14 09:50:27,216081,158441,3523,5251,9700,40081
IND,2024-03-14 10:49:24,216709,154984,3219,5232,7717,47319
IND,2024-03-14 11:50:48,215467,151811,3121,5229,7200,49779
IND,2024-03-14 12:50:14,211898,148171,3124,5206,6426,50230
IND,2024-03-14 13:50:46,205914,143418,3127,5234,6333,49234
IND,2024-03-14 14:49:24,208539,150108,3187,5230,6787,45296
IND,2024-03-14 15:50:23,208298,156973,3169,5204,7793,37546
IND,2024-03-14 16:48:46,203444,161000,3252,4920,10519,25987
IND,2024-03-14 17:52:19,195925,161398,3623,5078,16333,10944
IND,2024-03-14 18:50:20,199084,164473,3857,5123,20578,4881
IND,2024-03-14 19:49:41,198028,165381,3716,5131,17861,5547
IND,2024-03-14 20:50:44,191586,165038,3278,5125,12879,6119
IND,2024-03-14 21:50:59,188308,164763,2956,5104,10484,6171
IND,2024-03-14 22:49:03,187268,164442,2837,5106,9684,6215
IND,2024-03-14 23:50:53,183786,162473,2815,5106,8283,6766
IND,2024-03-15 00:47:48,180870,160808,2775,5101,5961,7867
IND,2024-03-15 01:50:12,176885,156076,2760,5120,5614,8811
IND,2024-03-15 02:49:01,174385,154110,2753,5111,5171,8781
IND,2024-03-15 03:49:43,174726,154201,2775,5105,5010,9265
IND,2024-03-15 04:49:09,177752,157030,2705,5116,6005,8748
IND,2024-03-15 05:55:20,184917,161113,2838,5104,9699,7996
IND,2024-03-15 07:04:53,198293,165866,3035,5115,15757,8923
IND,2024-03-15 07:51:27,201633,163402,3138,5127,14050,15947
IND,2024-03-15 08:50:26,208817,162207,3089,5115,10281,28510
IND,2024-03-15 09:50:49,219333,163377,3059,5088,8611,40306
IND,2024-03-15 10:49:54,220971,159473,2796,5123,7375,47820
IND,2024-03-15 11:50:52,219349,155734,2756,5141,6721,50445
IND,2024-03-15 12:49:10,214361,151545,2758,5138,5977,50571
IND,2024-03-15 13:50:48,207362,146303,2747,5132,5891,49177
IND,2024-03-15 14:49:01,209804,151981,2743,5117,6421,45311
IND,2024-03-15 15:49:53,206314,157105,2890,5115,7985,35776
IND,2024-03-15 16:47:22,203025,161654,3103,5147,9907,24960
IND,2024-03-15 18:49:34,198307,164635,3759,5163,20179,4670
IND,2024-03-15 19:49:00,196752,164088,3799,5222,16786,6260
IND,2024-03-15 20:48:42,190688,163213,3650,5223,12063,7745
IND,2024-03-15 21:50:25,186317,161679,3208,5245,9006,8706
IND,2024-03-15 22:48:30,186676,161674,3075,5211,8609,9460
IND,2024-03-15 23:50:21,184575,159843,2901,5252,8650,9385
IND,2024-03-16 00:46:37,180627,159068,2797,5244,6113,8992
IND,2024-03-16 01:50:08,177163,156674,2768,5254,5455,8741
IND,2024-03-16 02:47:24,175117,153820,2775,5436,5652,9145
IND,2024-03-16 03:48:57,175162,154673,2787,5440,5372,8917
IND,2024-03-16 04:49:06,177797,157382,2778,5461,6146,8279
IND,2024-03-16 05:53:32,182728,158690,3047,5501,9781,7728
IND,2024-03-16 07:01:57,194715,161554,3345,5495,16870,8534
IND,2024-03-16 07:50:10,199304,159986,3386,5515,15270,15515
IND,2024-03-16 08:49:22,205747,158173,3396,5514,10406,27737
IND,2024-03-16 09:50:13,213510,159448,3378,5495,8488,37504
IND,2024-03-16 10:49:27,216019,154599,2898,5520,6197,48319
IND,2024-03-16 11:49:45,215290,152195,2824,5503,5498,50733
IND,2024-03-16 12:47:18,212706,149173,2809,5498,5728,50782
IND,2024-03-16 13:49:44,207320,145560,2800,5473,5401,49305
IND,2024-03-16 14:47:34,210381,151829,2810,5477,6136,45730
IND,2024-03-16 15:49:25,209827,159848,2954,5483,6812,36448
IND,2024-03-16 16:45:55,202647,160686,3493,5455,9379,25462
IND,2024-03-16 17:51:23,193219,159153,3501,5459,15163,11421
IND,2024-03-16 18:49:08,194885,162440,3620,5438,18937,5690
IND,2024-03-16 19:48:16,194652,163449,3685,5450,16197,6827
IND,2024-03-16 20:47:29,186111,160561,3670,5461,10681,7327
IND,2024-03-16 21:49:36,182587,158057,3570,5465,8477,8716
IND,2024-03-16 22:48:38,182079,157283,3398,5458,8177,9260
IND,2024-03-16 23:50:15,179016,155717,2950,5473,7170,9354
IND,2024-03-17 00:46:05,176275,154081,2757,5490,6501,9482
IND,2024-03-17 01:48:18,172014,149978,2782,5464,5952,9536
IND,2024-03-17 02:47:03,169526,148466,2631,5480,5416,9412
IND,2024-03-17 03:48:47,169547,149709,2634,5475,5111,8853
IND,2024-03-17 04:49:07,172736,151962,2701,5483,5873,8851
IND,2024-03-17 05:56:41,178177,154582,2733,5503,8579,8940
IND,2024-03-17 07:05:35,187772,156246,3169,5503,13897,10491
IND,2024-03-17 07:50:55,191913,152920,3190,5499,13161,17927
IND,2024-03-17 08:48:57,197261,149714,3135,5498,8969,29941
IND,2024-03-17 09:50:00,204038,149102,2925,5494,7347,40700
IND,2024-03-17 10:49:07,203679,144893,2724,5498,5498,47584
IND,2024-03-17 11:50:01,202776,140366,2719,5488,5159,51670
IND,2024-03-17 12:47:15,199945,136206,2690,5482,6134,51620
IND,2024-03-17 13:49:47,194888,133485,2696,5478,5107,50167
IND,2024-03-17 14:48:05,195173,138738,2733,5463,5350,44872
IND,2024-03-17 15:49:00,193300,144539,2688,5466,6800,36215
IND,2024-03-17 16:47:09,189749,149559,2876,5456,7752,26606
IND,2024-03-17 17:51:17,181398,148494,2999,5464,14265,11769
IND,2024-03-17 18:49:56,183531,154103,2970,5505,16673,6399
IND,2024-03-17 19:47:58,184328,156241,3003,5478,14515,6928
IND,2024-03-17 20:48:55,178314,151375,2756,5501,11382,8394
IND,2024-03-17 21:49:55,177168,151578,2601,5504,9331,9408
IND,2024-03-17 22:48:07,176615,152483,2627,5505,8168,9279
IND,2024-03-17 23:49:47,173382,150732,2615,5486,7059,8997
IND,2024-03-18 00:46:26,169481,149541,2682,5488,5498,8597
IND,2024-03-18 01:48:46,166549,146707,2670,5488,5166,8362
IND,2024-03-18 02:48:06,165063,144982,2797,5493,5338,8243
IND,2024-03-18 03:48:20,165605,145498,2869,5503,5324,8411
IND,2024-03-18 04:49:27,168609,148810,3143,5490,5498,7983
IND,2024-03-18 05:55:40,178253,154231,3478,5500,9444,7209
IND,2024-03-18 07:03:43,193263,162122,3927,4915,15942,8159
IND,2024-03-18 07:50:40,197839,159815,3944,4902,14927,14978
IND,2024-03-18 08:49:41,203893,157424,3900,4881,10538,28018
IND,2024-03-18 09:49:51,213248,158036,3629,4556,9608,38046
IND,2024-03-18 10:49:25,216597,154994,3005,4897,7530,48101
IND,2024-03-18 11:50:23,216243,152724,3053,4886,6441,51077
IND,2024-03-18 12:48:18,213014,149398,3055,4845,6329,51547
IND,2024-03-18 13:50:05,207354,145516,3117,4943,5995,50164
IND,2024-03-18 14:49:01,209541,150991,3242,4981,6391,46300
IND,2024-03-18 15:49:33,207865,156704,3365,5037,6989,38252
IND,2024-03-18 16:47:06,202754,160418,3866,5021,9033,26601
IND,2024-03-18 17:51:22,193467,158601,4219,5042,15755,11492
IND,2024-03-18 18:49:38,194950,163502,4222,5024,18659,5255
IND,2024-03-18 19:49:12,193407,165301,4226,5012,15306,5757
IND,2024-03-18 20:48:57,186840,162959,4155,5036,10674,5768
IND,2024-03-18 21:50:25,182915,160215,3698,5020,8747,7025
IND,2024-03-18 22:49:15,182269,160828,3508,5044,7767,7308
IND,2024-03-18 23:50:12,179067,159302,3193,5053,6597,7090
IND,2024-03-19 00:46:46,176191,158219,3230,5055,5308,6758
IND,2024-03-19 01:49:43,172336,155417,3169,5073,5125,5874
IND,2024-03-19 02:48:20,169657,153314,3109,5055,4793,5801
IND,2024-03-19 03:49:15,169220,153374,3145,5050,4554,5530
IND,2024-03-19 04:48:45,172270,155555,3134,5059,5714,5223
IND,2024-03-19 05:54:46,180044,158263,3664,5069,9594,5530
IND,2024-03-19 07:03:33,193063,162339,3996,5089,16125,7293
IND,2024-03-19 07:50:31,197303,159599,3995,5107,15731,14497
IND,2024-03-19 08:49:21,203082,156401,3875,5110,10639,27597
IND,2024-03-19 09:50:06,213512,156327,3860,5103,9609,40490
IND,2024-03-19 10:49:17,214963,152658,3321,5058,7419,48328
IND,2024-03-19 11:50:13,213440,149837,3259,5100,6601,50415
IND,2024-03-19 12:48:27,209302,146000,3273,5157,6278,50423
IND,2024-03-19 13:50:22,203358,141078,3328,5193,5757,50459
IND,2024-03-19 14:48:37,205887,146470,3329,5125,6503,46831
IND,2024-03-19 15:49:32,205957,152338,3423,5155,8680,38823
IND,2024-03-19 16:47:18,201082,157042,3995,5161,9979,28180
IND,2024-03-19 17:51:41,192664,155445,4436,5213,16003,12146
IND,2024-03-19 18:49:32,192139,160064,4718,5319,18061,5868
IND,2024-03-19 19:48:51,192594,162003,4840,5324,16245,6453
IND,2024-03-19 20:49:42,185805,159113,4734,5389,10919,7060
IND,2024-03-19 21:50:26,181932,157491,3751,5386,9324,7955
IND,2024-03-19 22:48:47,181028,156660,3601,5444,8591,8516
IND,2024-03-19 23:50:15,176717,153650,3309,5460,7221,8606
IND,2024-03-20 00:46:55,173158,152437,2761,5472,5837,8245
IND,2024-03-20 01:49:25,169323,149575,2648,5479,5075,8109
IND,2024-03-20 02:47:12,166591,146289,2666,5497,4967,8665
IND,2024-03-20 03:48:47,165590,145135,2710,5504,4995,8788
IND,2024-03-20 04:48:59,168655,147450,2699,5498,5847,8706
IND,2024-03-20 05:54:35,176844,153044,2914,5499,8966,7707
IND,2024-03-20 07:02:57,191082,158875,2970,5518,15112,9697
IND,2024-03-20 07:50:12,193983,153739,2973,5527,14541,17556
IND,2024-03-20 08:49:21,200015,150347,2919,5499,10129,30266
IND,2024-03-20 09:50:08,210470,150932,2831,5480,8961,43058
IND,2024-03-20 10:49:44,210688,147382,2614,5427,6208,51168
IND,2024-03-20 11:50:07,208701,143932,2758,5448,5786,52970
IND,2024-03-20 12:48:44,203664,139578,2726,5448,5740,52306
IND,2024-03-20 13:50:01,196161,133366,2675,5489,6554,50626
IND,2024-03-20 14:49:11,198246,139582,2761,5494,6034,47046
IND,2024-03-20 15:49:32,197063,146282,2993,5501,7446,37540
IND,2024-03-20 16:47:14,195185,154606,3122,5485,9869,24914
IND,2024-03-20 17:51:16,194451,155721,3186,5495,10489,21113
IND,2024-03-20 18:50:07,194451,155721,3186,5495,10489,21113
IND,2024-03-20 19:48:43,194451,155721,3186,5495,10489,21113
IND,2024-03-20 20:49:31,194451,155721,3186,5495,10489,21113
IND,2024-03-20 21:50:18,194451,155721,3186,5495,10489,21113
IND,2024-03-20 22:48:33,194451,155721,3186,5495,10489,21113
IND,2024-03-20 23:50:08,194451,155721,3186,5495,10489,21113
IND,2024-03-21 00:46:26,194451,155721,3186,5495,10489,21113
IND,2024-03-21 01:49:56,194451,155721,3186,5495,10489,21113
IND,2024-03-21 02:49:07,194451,155721,3186,5495,10489,21113
IND,2024-03-21 03:48:30,194451,155721,3186,5495,10489,21113
IND,2024-03-21 04:49:38,194451,155721,3186,5495,10489,21113
IND,2024-03-21 05:55:31,194451,155721,3186,5495,10489,21113
