Region,Date,Monitored CAP in MW,Generation / Today's Program,Generation / Today's Actual,Generation / FY YTD Program,Generation / FY YTD Actual,Coal Stock in Days,CAP under outage,Outage Date,Expected Date / Sync Date,Remarks
NORTH EASTERN,2021-09-26,4532.955,67.01999999999998,61.93000000000001,10700.519999999997,10237.220000000001,,607.5,,,
BHUTAN IMP.,2021-09-26,0,30.659999999999997,39.510000000000005,5985.159999999996,5628.21,,0,,,
NORTHERN,2021-09-27,71238.53,1012.54,944.0900000000001,180507.05000000002,169532.36000000004,,17273.01999999999,,,
WESTERN,2021-09-27,106524.48999999999,1433.4799999999989,1130.4199999999996,244027.81000000008,234132.42000000004,,40569.36,,,
SOUTHERN,2021-09-27,63777.465,804.4399999999998,724.4899999999998,131906.73999999996,124523.68999999993,,19453.244000000002,,,
EASTERN,2021-09-27,41100.49799999999,618.2200000000004,619.1199999999997,106465.14000000006,116048.44000000003,,8107.5,,,
NORTH EASTERN,2021-09-27,4532.955,67.01999999999998,61.86999999999999,10767.540000000003,10299.089999999997,,648.5,,,
BHUTAN IMP.,2021-09-27,0,30.659999999999997,38.32,6015.819999999996,5666.53,,0,,,
NORTHERN,2021-09-28,71238.53,1012.54,947.42,181519.59,170479.78000000003,,17136.01999999999,,,
WESTERN,2021-09-28,106524.48999999999,1433.4799999999989,1106.9699999999996,245461.28999999986,235239.39000000016,,41241.36,,,
SOUTHERN,2021-09-28,63777.465,804.4399999999998,712.1099999999999,132711.17999999996,125235.8,,22854.59,,,
EASTERN,2021-09-28,41100.49799999999,609.1100000000005,610.3299999999997,107074.25000000006,116658.77000000003,,8373.7,,,
NORTH EASTERN,2021-09-28,4532.955,67.01999999999998,61.80000000000001,10834.559999999996,10360.890000000001,,652.5,,,
BHUTAN IMP.,2021-09-28,0,30.659999999999997,39.44,6046.479999999996,5705.97,,0,,,
NORTHERN,2021-09-29,71338.53,1012.54,963.2200000000001,182532.13,171442.99999999997,,17627.019999999986,,,
WESTERN,2021-09-29,106524.48999999999,1433.4799999999989,1118.3400000000001,246894.77000000002,236357.73000000019,,43071.36,,,
SOUTHERN,2021-09-29,63777.465,804.4399999999998,728.7800000000005,133515.62000000002,125964.58000000003,,22336.385,,,
EASTERN,2021-09-29,41100.49799999999,609.1100000000005,611.5,107683.36000000002,117270.26999999995,,8860.2,,,
NORTH EASTERN,2021-09-29,4532.955,67.01999999999998,62.55999999999999,10901.580000000002,10423.449999999999,,511,,,
BHUTAN IMP.,2021-09-29,0,30.659999999999997,39.84,6077.139999999996,5745.81,,0,,,
NORTHERN,2021-09-30,71338.53,1012.54,1012.4099999999999,183544,172455.40999999986,,17566.919999999984,,,
WESTERN,2021-09-30,106524.48999999999,1460.4799999999989,1156.13,248355,237513.85999999996,,41934.36,,,
SOUTHERN,2021-09-30,63777.465,808.0099999999999,773.56,134324,126738.13999999997,,21711.385,,,
EASTERN,2021-09-30,41100.49799999999,609.1100000000005,619.6999999999998,108293,117889.97000000006,,10437.7,,,
NORTH EASTERN,2021-09-30,4532.955,67.01999999999998,65.64,10969,10489.09,,477.5,,,
BHUTAN IMP.,2021-09-30,0,30.659999999999997,37.01,6108,5782.82,,0,,,
NORTHERN,2021-10-01,71338.53,873.4800000000005,1022.6099999999999,184417.48000000024,173564.13000000006,,16400.34,,,
WESTERN,2021-10-01,106524.48999999999,1437.9599999999994,1228.7399999999996,249792.96,238844.59000000008,,39108.26,,,
SOUTHERN,2021-10-01,63777.465,775.3400000000004,776.3300000000003,135099.34,127600.76000000007,,20991.385,,,
EASTERN,2021-10-01,41100.49799999999,594.2700000000001,609.4499999999999,108887.27000000003,118457.97999999998,,10962.5,,,
NORTH EASTERN,2021-10-01,4532.955,59.63000000000002,64.68000000000002,11028.630000000001,10599.660000000002,,519.5,,,
BHUTAN IMP.,2021-10-01,0,23.159999999999997,34.16,6131.16,5744.63,,0,,,
NORTHERN,2021-10-02,71338.53,873.4800000000005,997.5700000000006,185290.96,174561.69999999998,,16573.85,,,
WESTERN,2021-10-02,106524.48999999999,1440.9599999999994,1149.0599999999997,251233.92000000013,239993.65000000014,,41493.36,,,
SOUTHERN,2021-10-02,63777.465,775.3400000000004,745.8899999999999,135874.68000000014,128346.65000000004,,22548.244000000002,,,
EASTERN,2021-10-02,41100.49799999999,594.2700000000001,601.5100000000001,109481.54000000001,119059.48999999996,,10358.5,,,
NORTH EASTERN,2021-10-02,4532.955,59.63000000000002,65.50000000000001,11088.260000000004,10665.160000000002,,463.93,,,
BHUTAN IMP.,2021-10-02,0,23.159999999999997,34.260000000000005,6154.320000000001,5778.89,,0,,,
NORTHERN,2021-10-03,71338.53,873.4800000000005,948.3999999999997,186164.4400000001,175510.09999999998,,18716.829999999984,,,
WESTERN,2021-10-03,106524.48999999999,1440.9599999999994,1141.2300000000007,252674.87999999977,241134.87999999995,,42511.46,,,
SOUTHERN,2021-10-03,63777.465,775.3400000000004,733.66,136650.02000000008,129080.30999999995,,22814.844,,,
EASTERN,2021-10-03,41100.49799999999,594.2700000000001,602.9400000000003,110075.81000000003,119662.42999999998,,10521.5,,,
NORTH EASTERN,2021-10-03,4532.955,52.170000000000016,64.75000000000003,11140.430000000002,10729.91,,457.5,,,
BHUTAN IMP.,2021-10-03,0,23.159999999999997,35.39,6177.4800000000005,5814.280000000001,,0,,,
NORTHERN,2021-10-04,71338.53,875.7300000000005,954.6299999999999,187040.16999999998,176464.72999999986,,18807.259999999987,,,
WESTERN,2021-10-04,106524.48999999999,1454.739999999999,1220.7400000000002,254129.62000000002,242355.62000000008,,41213.46,,,
SOUTHERN,2021-10-04,63777.465,767.5100000000003,792.5000000000002,137417.52999999988,129872.81000000007,,21979.844,,,
EASTERN,2021-10-04,41100.49799999999,594.2700000000001,624.7099999999998,110670.07999999999,120287.14000000006,,9639.5,,,
NORTH EASTERN,2021-10-04,4532.955,52.170000000000016,67.94000000000001,11192.600000000002,10797.850000000004,,478.5,,,
BHUTAN IMP.,2021-10-04,0,23.159999999999997,38.64,6200.640000000001,5852.92,,0,,,
NORTHERN,2021-10-05,71338.53,878.2100000000005,960.0800000000006,187918.3799999999,177424.81000000003,,18284.089999999993,,,
WESTERN,2021-10-05,106524.48999999999,1454.739999999999,1269.3099999999995,255584.35999999984,243624.93000000005,,39848.26,,,
SOUTHERN,2021-10-05,63777.465,763.7600000000003,787.7999999999995,138181.28999999995,130660.61000000003,,21936.044,,,
EASTERN,2021-10-05,41100.49799999999,594.2700000000001,633.5499999999994,111264.35,120920.68999999997,,9442.5,,,
NORTH EASTERN,2021-10-05,4532.955,52.170000000000016,67.82000000000001,11244.770000000002,10865.669999999998,,620.4300000000001,,,
BHUTAN IMP.,2021-10-05,0,23.159999999999997,31.71,6223.800000000001,5884.629999999999,,0,,,
NORTHERN,2021-10-06,71338.53,878.2100000000005,969.8400000000005,188796.59000000005,178394.64999999982,,18250.669999999995,,,
WESTERN,2021-10-06,106524.48999999999,1458.0899999999992,1285.6999999999996,257042.4500000001,244910.6300000001,,37843.26,,,
SOUTHERN,2021-10-06,63777.465,763.7600000000003,784.3299999999999,138945.05000000002,131444.93999999997,,20986.044,,,
EASTERN,2021-10-06,41100.49799999999,598.6500000000001,628.0500000000002,111863,121548.73999999995,,9272.5,,,
NORTH EASTERN,2021-10-06,4532.955,59.63000000000002,67.9,11304.400000000001,10933.57,,519.4300000000001,,,
BHUTAN IMP.,2021-10-06,0,23.159999999999997,31.6,6246.960000000001,5916.23,,0,,,
NORTHERN,2021-10-07,71338.53,878.2100000000005,947.9399999999997,189674.8,179342.59000000003,,18389.34999999999,,,
WESTERN,2021-10-07,106524.48999999999,1458.0899999999992,1278.6899999999996,258500.54000000004,246189.32000000015,,37068.26,,,
SOUTHERN,2021-10-07,63777.465,763.7600000000003,807.6600000000005,139708.81000000003,132252.6,,20214.044,,,
EASTERN,2021-10-07,41100.49799999999,598.6500000000001,626.7300000000001,112461.65000000002,122175.47000000002,,8620.5,,,
NORTH EASTERN,2021-10-07,4532.955,59.63000000000002,62.71999999999999,11364.03,10996.289999999995,,499.5,,,
BHUTAN IMP.,2021-10-07,0,23.159999999999997,30,6270.120000000001,5946.23,,0,,,
NORTHERN,2021-10-08,71338.53,878.2100000000005,944.06,190553.00999999983,180286.64999999994,,19289.72999999999,,,
WESTERN,2021-10-08,105624.48999999999,1458.0899999999992,1284.4799999999998,259958.6299999997,247473.80000000002,,38388.46,,,
SOUTHERN,2021-10-08,63777.465,763.7600000000003,790.2199999999997,140472.56999999998,133042.82000000007,,20989.044,,,
EASTERN,2021-10-08,41100.49799999999,609.0300000000002,629.22,113070.67999999998,122804.69000000002,,8845.5,,,
NORTH EASTERN,2021-10-08,4532.955,59.63000000000002,62.87999999999998,11423.659999999998,11059.170000000002,,478.5,,,
BHUTAN IMP.,2021-10-08,0,23.159999999999997,25.380000000000003,6293.280000000002,5971.61,,0,,,
NORTHERN,2021-10-09,71998.53,885.4700000000005,922.3300000000002,191438.47999999995,181208.97999999995,,18576.19999999999,,,
WESTERN,2021-10-09,105624.48999999999,1458.0899999999992,1267.0599999999997,261416.71999999994,248740.86000000004,,38362.46,,,
SOUTHERN,2021-10-09,63777.465,763.7600000000003,764.6000000000003,141236.33000000016,133807.41999999995,,21449.044,,,
EASTERN,2021-10-09,41100.49799999999,609.0300000000002,632.2800000000001,113679.71,123436.96999999993,,9125.5,,,
NORTH EASTERN,2021-10-09,4532.955,59.63000000000002,64.24,11483.289999999999,11123.41,,498.43,,,
BHUTAN IMP.,2021-10-09,0,23.159999999999997,30.099999999999998,6316.440000000002,6001.71,,0,,,
NORTHERN,2021-10-10,71998.53,885.4700000000005,914.9600000000008,192323.94999999978,182123.94,,19785.599999999988,,,
WESTERN,2021-10-10,105624.48999999999,1458.0899999999992,1190.4399999999998,262874.8100000003,249931.3000000001,,38559.26,,,
SOUTHERN,2021-10-10,63777.465,763.7600000000003,742.47,142000.0899999999,134549.88999999998,,21985.044,,,
EASTERN,2021-10-10,41100.49799999999,609.0300000000002,637.2299999999998,114288.74000000002,124074.19999999995,,8427.5,,,
NORTH EASTERN,2021-10-10,4532.955,59.63000000000002,64.72000000000003,11542.920000000002,11188.130000000005,,509.46500000000003,,,
BHUTAN IMP.,2021-10-10,0,23.159999999999997,29.89,6339.600000000002,6031.6,,0,,,
NORTHERN,2021-10-11,71998.53,885.4700000000005,967.2599999999996,193209.41999999987,183091.19999999998,,18587.529999999988,,,
WESTERN,2021-10-11,105624.48999999999,1458.0899999999992,1244.3599999999994,264332.89999999985,251175.6600000001,,39451.36,,,
SOUTHERN,2021-10-11,63777.465,771.5900000000004,805.7399999999996,142771.67999999993,135355.63000000003,,21154.244000000002,,,
EASTERN,2021-10-11,41100.49799999999,609.0300000000002,634.86,114897.77000000003,124709.06000000003,,7960.5,,,
NORTH EASTERN,2021-10-11,4532.955,59.63000000000002,63.429999999999986,11602.550000000003,11251.559999999996,,499.5,,,
BHUTAN IMP.,2021-10-11,0,23.159999999999997,27.11,6362.760000000002,6058.71,,0,,,
NORTHERN,2021-10-12,71998.53,885.4700000000005,992.7100000000005,194094.88999999993,184083.90999999992,,17944.899999999994,,,
WESTERN,2021-10-12,105624.48999999999,1457.1799999999994,1272.26,265790.07999999996,252447.92000000013,,38535.36,,,
SOUTHERN,2021-10-12,63777.465,771.5900000000004,802.8000000000002,143543.2699999999,136158.42999999993,,20561.044,,,
EASTERN,2021-10-12,41100.49799999999,609.0300000000002,616.3899999999999,115506.79999999999,125325.45000000001,,9642.5,,,
NORTH EASTERN,2021-10-12,4532.955,59.63000000000002,64.10000000000001,11662.18,11315.659999999998,,488.46500000000003,,,
BHUTAN IMP.,2021-10-12,0,23.159999999999997,25.82,6385.920000000002,6084.53,,0,,,
NORTHERN,2021-10-13,71998.53,885.4700000000005,959.3299999999998,194980.36000000004,185043.23999999996,,17591.429999999986,,,
WESTERN,2021-10-13,105624.48999999999,1457.1799999999994,1273.3499999999997,267247.26,253721.26999999993,,36771.36,,,
SOUTHERN,2021-10-13,63777.465,771.5900000000004,795.2999999999996,144314.86000000007,136953.73000000004,,21621.044,,,
EASTERN,2021-10-13,41100.49799999999,609.0300000000002,637.6899999999999,116115.83000000002,125963.14000000004,,8260.5,,,
NORTH EASTERN,2021-10-13,4532.955,59.63000000000002,62.50000000000001,11721.809999999998,11378.16,,435.5,,,
BHUTAN IMP.,2021-10-13,0,23.159999999999997,24.32,6409.080000000003,6108.85,,0,,,
NORTHERN,2021-10-14,71998.53,881.1400000000006,917.4700000000004,195861.50000000015,185960.71000000005,,18240.239999999987,,,
WESTERN,2021-10-14,105624.48999999999,1457.1799999999994,1240.4900000000007,268704.4400000001,254961.75999999992,,36336.36,,,
SOUTHERN,2021-10-14,63777.465,774.9800000000004,783.4399999999998,145089.84000000008,137737.17000000004,,21201.044,,,
EASTERN,2021-10-14,41100.49799999999,609.0300000000002,646.7600000000001,116724.85999999999,126609.9,,7422.5,,,
NORTH EASTERN,2021-10-14,4532.955,59.63000000000002,62.95000000000003,11781.439999999993,11441.11,,491.5,,,
BHUTAN IMP.,2021-10-14,0,23.159999999999997,22.7,6432.2400000000025,6131.549999999999,,0,,,
NORTHERN,2021-10-15,71998.53,868.5700000000005,880.7599999999998,196730.07000000024,186841.47000000006,,16544.749999999996,,,
WESTERN,2021-10-15,105624.48999999999,1442.5399999999995,1175.4400000000003,270146.9799999997,256137.20000000004,,36626.36,,,
SOUTHERN,2021-10-15,63777.465,771.7700000000003,776.8699999999998,145861.61000000002,138514.04,,18968.543999999998,,,
EASTERN,2021-10-15,41100.49799999999,611.9700000000001,636.0000000000001,117336.82999999997,127245.89999999998,,6979.5,,,
NORTH EASTERN,2021-10-15,4532.955,58.56000000000002,62.849999999999994,11840,11503.960000000001,,456.5,,,
BHUTAN IMP.,2021-10-15,0,23.159999999999997,22.73,6455.400000000003,6154.280000000001,,0,,,
NORTHERN,2021-10-16,71998.53,871.0700000000005,899.5899999999999,197601.14000000007,187741.05999999994,,18530.919999999984,,,
WESTERN,2021-10-16,105624.48999999999,1442.5399999999995,1229.1500000000003,271589.52000000014,257366.35000000003,,34710.46,,,
SOUTHERN,2021-10-16,63777.465,775.2100000000004,779.0600000000001,146636.81999999986,139293.10000000006,,21113.544,,,
EASTERN,2021-10-16,41100.49799999999,611.9700000000001,632.73,117948.79999999996,127878.62999999995,,6827.5,,,
NORTH EASTERN,2021-10-16,4532.955,58.56000000000002,62.87,11898.560000000001,11566.83,,550,,,
BHUTAN IMP.,2021-10-16,0,23.159999999999997,29.810000000000002,6478.560000000003,6184.09,,0,,,
NORTHERN,2021-10-17,71998.53,872.7500000000005,838.8200000000003,198473.89000000013,188579.8800000001,,20573.919999999984,,,
WESTERN,2021-10-17,105624.48999999999,1442.5399999999995,1179.9499999999994,273032.0600000002,258546.2999999999,,35624.46,,,
SOUTHERN,2021-10-17,63777.465,775.2100000000004,721.6799999999996,147412.03000000006,140014.78000000003,,20683.543999999998,,,
EASTERN,2021-10-17,41100.49799999999,611.9700000000001,608.7100000000002,118560.77000000006,128487.34,,7132,,,
NORTH EASTERN,2021-10-17,4532.955,58.56000000000002,62.16,11957.120000000003,11628.990000000002,,537.5,,,
BHUTAN IMP.,2021-10-17,0,23.159999999999997,22.53,6501.720000000003,6206.62,,0,,,
NORTHERN,2021-10-18,71998.53,869.8700000000005,793.2500000000005,199343.75999999995,189373.13000000018,,19764.119999999984,,,
WESTERN,2021-10-18,105624.48999999999,1442.5399999999995,1134.1999999999998,274474.5999999999,259680.49999999997,,34709.46,,,
SOUTHERN,2021-10-18,63777.465,775.2100000000004,710.4500000000004,148187.23999999996,140725.2300000001,,20790.744,,,
EASTERN,2021-10-18,41100.49799999999,611.9700000000001,572.1700000000002,119172.73999999999,129059.51,,7962,,,
NORTH EASTERN,2021-10-18,4532.955,58.56000000000002,60.95000000000001,12015.679999999998,11689.94,,490,,,
BHUTAN IMP.,2021-10-18,0,23.159999999999997,31.68,6524.880000000004,6238.299999999999,,0,,,
NORTHERN,2021-10-19,71998.53,869.8700000000005,815.1899999999995,200213.62999999995,190188.3200000001,,20382.119999999984,,,
WESTERN,2021-10-19,105624.48999999999,1442.5399999999995,1198.9400000000003,275917.1400000001,260879.4400000001,,35787.46,,,
SOUTHERN,2021-10-19,63777.465,775.2100000000004,743.2800000000008,148962.44999999992,141468.5100000001,,22920.744000000002,,,
EASTERN,2021-10-19,41100.49799999999,611.9700000000001,614.67,119784.71000000005,129674.18000000004,,8149.5,,,
NORTH EASTERN,2021-10-19,4532.955,51.670000000000016,61.649999999999984,12067.35,11751.590000000002,,637.4649999999999,,,
BHUTAN IMP.,2021-10-19,0,23.159999999999997,42.97,6548.040000000004,6281.2699999999995,,0,,,
NORTHERN,2021-10-20,71998.53,869.8700000000005,833.5800000000002,201083.50000000006,191021.9000000001,,21238.309999999983,,,
WESTERN,2021-10-20,105624.48999999999,1442.5399999999995,1234.8399999999992,277359.68000000017,262114.2799999999,,35737.46,,,
SOUTHERN,2021-10-20,63777.465,775.2100000000004,756.9100000000004,149737.66000000003,142225.42000000007,,22393.624,,,
EASTERN,2021-10-20,41100.49799999999,611.9700000000001,632.9000000000002,120396.67999999996,130307.08000000003,,7695.5,,,
NORTH EASTERN,2021-10-20,4532.955,51.670000000000016,69.13000000000001,12119.020000000002,11820.720000000001,,792.2899999999998,,,
BHUTAN IMP.,2021-10-20,0,23.159999999999997,46.4,6571.200000000004,6327.67,,0,,,
NORTHERN,2021-10-21,71998.53,872.2300000000005,839.6299999999997,201955.72999999998,191861.53000000003,,19510.31999999999,,,
WESTERN,2021-10-21,105624.48999999999,1430.8399999999995,1229.8099999999995,278790.52,263344.08999999997,,35995.36,,,
SOUTHERN,2021-10-21,63777.465,783.6600000000004,759.8599999999997,150521.32000000007,142985.27999999997,,20897.624,,,
EASTERN,2021-10-21,41100.49799999999,611.9700000000001,614.2999999999998,121008.65000000005,130921.38000000003,,9234.5,,,
NORTH EASTERN,2021-10-21,4532.955,51.670000000000016,60.75000000000001,12170.689999999999,11881.470000000001,,647.43,,,
BHUTAN IMP.,2021-10-21,0,23.159999999999997,46.230000000000004,6594.360000000004,6373.9,,0,,,
NORTHERN,2021-10-22,71998.53,886.4800000000006,842.6399999999996,202842.21000000002,192704.16999999995,,19512.81999999999,,,
WESTERN,2021-10-22,105624.48999999999,1430.8399999999995,1231.2000000000003,280221.3600000002,264575.29,,34447.36,,,
SOUTHERN,2021-10-22,63777.465,783.6600000000004,751.5799999999997,151304.98000000004,143736.86000000007,,22460.339,,,
EASTERN,2021-10-22,41100.49799999999,611.9700000000001,610.8799999999998,121620.61999999998,131532.26,,8734.5,,,
NORTH EASTERN,2021-10-22,4532.955,58.56000000000002,56.00999999999999,12229.250000000002,11937.480000000003,,710.3599999999999,,,
BHUTAN IMP.,2021-10-22,0,23.159999999999997,43.66,6617.520000000004,6417.5599999999995,,0,,,
NORTHERN,2021-10-23,71998.53,886.4800000000006,808.6700000000003,203728.68999999997,193512.84000000017,,21694.009999999987,,,
WESTERN,2021-10-23,105624.48999999999,1430.8399999999995,1259.3500000000015,281652.20000000007,265834.63999999996,,34527.36,,,
SOUTHERN,2021-10-23,63777.465,783.6600000000004,730.9200000000002,152088.63999999993,144467.78000000012,,22722.134000000002,,,
EASTERN,2021-10-23,41100.49799999999,611.9700000000001,625.0100000000002,122232.59000000004,132157.26999999996,,8024.5,,,
NORTH EASTERN,2021-10-23,4532.955,58.56000000000002,59.41,12287.809999999998,11996.890000000001,,680.4649999999999,,,
BHUTAN IMP.,2021-10-23,0,23.159999999999997,43.8,6640.680000000004,6461.360000000001,,0,,,
NORTHERN,2021-10-24,71998.53,886.4800000000006,769.0600000000002,204615.16999999975,194281.90000000008,,20856.309999999983,,,
WESTERN,2021-10-24,105624.48999999999,1430.8399999999995,1202.6499999999992,283083.0400000001,267037.29000000015,,34329.46,,,
SOUTHERN,2021-10-24,63777.465,783.6600000000004,692.62,152872.30000000005,145160.40000000008,,21390.834,,,
EASTERN,2021-10-24,41100.49799999999,611.9700000000001,594.8499999999999,122844.56000000003,132752.12,,8234.5,,,
NORTH EASTERN,2021-10-24,4532.955,58.56000000000002,57.86,12346.369999999999,12054.749999999998,,670.5,,,
BHUTAN IMP.,2021-10-24,0,23.159999999999997,42.620000000000005,6663.840000000005,6503.98,,0,,,
