Region,Date,Monitored CAP in MW,Generation / Today's Program,Generation / Today's Actual,Generation / FY YTD Program,Generation / FY YTD Actual,Coal Stock in Days,CAP under outage,Outage Date,Expected Date / Sync Date,Remarks
SOUTHERN,2021-08-18,63732.465,726.0900000000005,789.0399999999996,100827.77999999998,94987.71000000004,,20268.254,,,
EASTERN,2021-08-18,41700.49799999999,594.7200000000001,643.9999999999998,81990.73000000001,89752.84000000003,,8013.5,,,
NORTH EASTERN,2021-08-18,4532.955,67.98000000000003,68.84,8073.64,7613.439999999999,,827.95,,,
BHUTAN IMP.,2021-08-18,0,36.129999999999995,46.55,4718.340000000002,3869.0200000000004,,0,,,
NORTHERN,2021-08-19,71238.53,1096.3899999999999,1168.3600000000001,140198.29999999987,130339.29999999996,,14093.270000000002,,,
WESTERN,2021-08-19,106734.48999999999,1324.9899999999996,1339.2500000000002,189988.08999999988,187538.51000000004,,32470.85,,,
SOUTHERN,2021-08-19,63732.465,730.1700000000004,776.7399999999994,101557.95000000004,95764.44999999998,,19980.754,,,
EASTERN,2021-08-19,41700.49799999999,594.7200000000001,640.5399999999998,82585.44999999997,90393.37999999999,,7923.5,,,
NORTH EASTERN,2021-08-19,4532.955,67.98000000000003,64.10000000000001,8141.619999999998,7677.539999999998,,977.95,,,
BHUTAN IMP.,2021-08-19,0,36.129999999999995,49.94,4754.470000000003,3918.9599999999996,,0,,,
NORTHERN,2021-08-20,71238.53,1093.9199999999998,1120.1,141292.22000000015,131459.40000000005,,14341.270000000004,,,
WESTERN,2021-08-20,106734.48999999999,1332.1599999999996,1302.9,191320.2500000001,188841.40999999992,,33531.85,,,
SOUTHERN,2021-08-20,63732.465,738.6700000000004,814.17,102296.62,96578.62000000002,,18678.254,,,
EASTERN,2021-08-20,41100.49799999999,594.7200000000001,657.0599999999998,83180.17000000006,91050.44000000003,,7363.5,,,
NORTH EASTERN,2021-08-20,4532.955,67.98000000000003,64.34000000000002,8209.599999999995,7741.879999999996,,956.95,,,
BHUTAN IMP.,2021-08-20,0,36.129999999999995,51.91,4790.600000000002,3970.87,,0,,,
NORTHERN,2021-08-21,71238.53,1092.7199999999998,1055.6200000000001,142384.94,132515.02000000002,,15946.270000000002,,,
WESTERN,2021-08-21,106734.48999999999,1323.2099999999996,1280.7299999999998,192643.46,190122.14000000007,,33391.85,,,
SOUTHERN,2021-08-21,63732.465,738.6700000000004,803.8600000000005,103035.28999999994,97382.47999999995,,18155.754,,,
EASTERN,2021-08-21,41100.49799999999,595.1600000000002,659.0599999999996,83775.33,91709.5,,6863.5,,,
NORTH EASTERN,2021-08-21,4532.955,67.98000000000003,63.089999999999996,8277.58,7804.969999999998,,934.95,,,
BHUTAN IMP.,2021-08-21,0,36.129999999999995,49.75,4826.730000000002,4020.62,,0,,,
NORTHERN,2021-08-22,71238.53,1092.7199999999998,941.7699999999996,143477.6600000001,133456.79,,16481.27,,,
WESTERN,2021-08-22,106734.48999999999,1342.2899999999997,1231.77,193985.75000000015,191353.91,,34634.35,,,
SOUTHERN,2021-08-22,63732.465,738.6700000000004,754.73,103773.95999999993,98137.20999999999,,19170.754,,,
EASTERN,2021-08-22,41100.49799999999,594.7300000000001,625.9899999999998,84370.06000000004,92335.49000000002,,8118.5,,,
NORTH EASTERN,2021-08-22,4532.955,67.98000000000003,62.660000000000025,8345.559999999994,7867.63,,934.95,,,
BHUTAN IMP.,2021-08-22,0,36.129999999999995,52.36,4862.860000000002,4072.9800000000005,,0,,,
NORTHERN,2021-08-23,71238.53,1092.7199999999998,1035.6700000000003,144570.3799999999,134492.46000000002,,17011.269999999993,,,
WESTERN,2021-08-23,106734.48999999999,1342.2899999999997,1304.6100000000004,195328.03999999995,192658.52,,33241.85,,,
SOUTHERN,2021-08-23,63732.465,738.6700000000004,785.77,104512.63000000002,98922.97999999998,,20333.254,,,
EASTERN,2021-08-23,41100.49799999999,594.7300000000001,610.9999999999998,84964.79000000002,92946.48999999995,,8868.5,,,
NORTH EASTERN,2021-08-23,4532.955,67.98000000000003,64.23999999999998,8413.539999999994,7931.870000000002,,934.95,,,
BHUTAN IMP.,2021-08-23,0,36.129999999999995,50.41,4898.9900000000025,4123.389999999999,,0,,,
NORTHERN,2021-08-24,71238.53,1092.7199999999998,1083.5900000000006,145663.1,135576.05000000005,,16736.27,,,
WESTERN,2021-08-24,106734.48999999999,1342.2899999999997,1319.01,196670.33000000002,193977.52999999997,,34924.85,,,
SOUTHERN,2021-08-24,63732.465,738.6700000000004,788.15,105251.30000000002,99711.12999999998,,20947.085000000003,,,
EASTERN,2021-08-24,41100.49799999999,594.7300000000001,620.7499999999999,85559.52,93567.23999999999,,9678.5,,,
NORTH EASTERN,2021-08-24,4532.955,67.98000000000003,69.38000000000001,8481.519999999997,8001.25,,684.95,,,
BHUTAN IMP.,2021-08-24,0,36.129999999999995,52.19,4935.120000000003,4175.58,,0,,,
NORTHERN,2021-08-25,71238.53,1088.1399999999996,1105.9600000000005,146751.24000000002,136682.01,,16971.269999999997,,,
WESTERN,2021-08-25,106734.48999999999,1342.2899999999997,1326.8399999999992,198012.61999999997,195304.37000000005,,36887.85,,,
SOUTHERN,2021-08-25,63732.465,738.6700000000004,793.4799999999998,105989.97,100504.60999999993,,23179.885,,,
EASTERN,2021-08-25,41100.49799999999,603.5900000000001,607.95,86163.11,94175.19000000005,,9488.5,,,
NORTH EASTERN,2021-08-25,4532.955,67.98000000000003,69.02999999999999,8549.499999999998,8070.279999999997,,1084.95,,,
BHUTAN IMP.,2021-08-25,0,36.129999999999995,50.97,4971.250000000002,4226.55,,0,,,
NORTHERN,2021-08-26,71238.53,1088.1399999999996,1072.9599999999998,147839.37999999998,137754.9699999999,,18958.26999999999,,,
WESTERN,2021-08-26,106734.48999999999,1343.1699999999998,1358.9999999999993,199355.79000000007,196663.37000000014,,37229.85,,,
SOUTHERN,2021-08-26,63732.465,738.6700000000004,780.4999999999999,106728.63999999996,101285.11,,22283.885,,,
EASTERN,2021-08-26,41100.49799999999,613.9200000000002,622.2199999999997,86777.03,94797.41000000005,,9138.5,,,
NORTH EASTERN,2021-08-26,4532.955,67.98000000000003,67.16,8617.48,8137.439999999994,,944.915,,,
BHUTAN IMP.,2021-08-26,0,36.129999999999995,52.31,5007.380000000002,4278.86,,0,,,
NORTHERN,2021-08-27,71238.53,1088.1399999999996,1052.29,148927.52000000005,138807.25999999992,,19783.469999999987,,,
WESTERN,2021-08-27,106734.48999999999,1343.1699999999998,1415.0200000000004,200698.96000000005,198078.3899999999,,35994.75,,,
SOUTHERN,2021-08-27,63732.465,759.0700000000004,783.5600000000001,107487.70999999998,102068.66999999997,,22387.885,,,
EASTERN,2021-08-27,41100.49799999999,616.7500000000002,648.1899999999999,87393.77999999998,95445.6,,8458.5,,,
NORTH EASTERN,2021-08-27,4532.955,67.98000000000003,64.72,8685.460000000001,8202.159999999998,,1257.8449999999998,,,
BHUTAN IMP.,2021-08-27,0,36.129999999999995,50.77,5043.510000000002,4329.63,,0,,,
NORTHERN,2021-08-28,71238.53,1088.1399999999996,1056.1299999999999,150015.65999999992,139863.3899999999,,19780.669999999987,,,
WESTERN,2021-08-28,106524.48999999999,1354.6199999999994,1422.6200000000003,202053.57999999987,199501.00999999986,,36364.75,,,
SOUTHERN,2021-08-28,63777.465,763.8200000000004,757.8499999999998,108251.53000000004,102826.51999999993,,24343.885,,,
EASTERN,2021-08-28,41100.49799999999,616.7500000000002,667.77,88010.53000000001,96113.37000000007,,8458.5,,,
NORTH EASTERN,2021-08-28,4532.955,67.98000000000003,63.06,8753.44,8265.219999999996,,1488.2800000000002,,,
BHUTAN IMP.,2021-08-28,0,36.129999999999995,50.660000000000004,5079.640000000002,4380.29,,0,,,
NORTHERN,2021-08-29,71238.53,1090.7899999999997,1064.7600000000007,151106.44999999998,140928.14999999997,,17363.269999999993,,,
WESTERN,2021-08-29,106524.48999999999,1361.9899999999996,1327.7700000000004,203415.56999999995,200828.77999999997,,38024.75,,,
SOUTHERN,2021-08-29,63777.465,763.8200000000004,683.1700000000005,109015.34999999999,103509.69000000008,,24032.885,,,
EASTERN,2021-08-29,41100.49799999999,616.7500000000002,660.14,88627.28000000004,96773.51000000004,,8028.5,,,
NORTH EASTERN,2021-08-29,4532.955,67.98000000000003,61.610000000000014,8821.419999999998,8326.83,,1258.915,,,
BHUTAN IMP.,2021-08-29,0,36.129999999999995,51.15,5115.770000000001,4431.4400000000005,,0,,,
NORTHERN,2021-08-30,71238.53,1090.7899999999997,1080.8100000000009,152197.2399999999,142008.96000000008,,16554.27,,,
WESTERN,2021-08-30,106734.48999999999,1360.2099999999996,1273.3500000000004,204775.77999999988,202102.12999999986,,38759.75,,,
SOUTHERN,2021-08-30,63732.465,760.3800000000005,702.5800000000003,108522.46999999996,103828.85000000005,,21554.184999999998,,,
EASTERN,2021-08-30,41100.49799999999,616.7500000000002,666.5000000000002,89244.03,97440.01,,7025,,,
NORTH EASTERN,2021-08-30,4532.955,67.98000000000003,66.55000000000003,8889.4,8393.38,,1053.95,,,
BHUTAN IMP.,2021-08-30,0,36.129999999999995,52.57,5151.9000000000015,4484.01,,0,,,
NORTHERN,2021-08-31,71238.53,1088.1199999999997,1050.3600000000001,153284,143059.31999999995,,16568.27,,,
WESTERN,2021-08-31,106734.48999999999,1368.0899999999995,1215.3500000000001,206143,203317.48000000004,,39324.85,,,
SOUTHERN,2021-08-31,63777.465,785.0100000000002,740.5400000000001,110568,104953.75000000001,,21347.885,,,
EASTERN,2021-08-31,41100.49799999999,626.4200000000002,668.6500000000003,89873,98108.66000000003,,6758.5,,,
NORTH EASTERN,2021-08-31,4532.955,67.98000000000003,69.2,8958,8462.58,,828.95,,,
BHUTAN IMP.,2021-08-31,0,36.129999999999995,51.75,5188,4535.76,,0,,,
NORTHERN,2021-09-01,71238.53,1003.0500000000002,1050.6800000000005,154287.05000000005,143990.10999999993,,16851.269999999997,,,
WESTERN,2021-09-01,106734.48999999999,1368.139999999999,1221.9299999999994,207511.14000000004,204547.22999999995,,38739.85,,,
SOUTHERN,2021-09-01,63777.465,776,733.9099999999999,111343.99999999999,105777.55,,21587.4,,,
EASTERN,2021-09-01,41100.49799999999,622.4700000000004,680.5,90495.47000000003,98983.69999999997,,7313.5,,,
NORTH EASTERN,2021-09-01,4532.955,67.01999999999998,70.23000000000003,9025.019999999997,8530.589999999998,,576.75,,,
BHUTAN IMP.,2021-09-01,0,30.659999999999997,51.22,5218.66,4498.07,,0,,,
NORTHERN,2021-09-02,71238.53,1003.0500000000002,1061.8800000000006,155290.0999999999,145051.9899999999,,17068.469999999994,,,
WESTERN,2021-09-02,106734.48999999999,1367.6599999999992,1226.0000000000002,208878.80000000005,205773.22999999984,,39279.85,,,
SOUTHERN,2021-09-02,63777.465,776,760.3999999999995,112120,106537.95000000001,,22066.054,,,
EASTERN,2021-09-02,41100.49799999999,622.4700000000004,684.3,91117.94,99668.00000000007,,7073.5,,,
NORTH EASTERN,2021-09-02,4532.955,67.01999999999998,75.34,9092.04,8605.93,,825.75,,,
BHUTAN IMP.,2021-09-02,0,30.659999999999997,52.26,5249.32,4550.33,,0,,,
NORTHERN,2021-09-03,71238.53,1003.0500000000002,1050.21,156293.15000000002,146102.2000000001,,16969.269999999993,,,
WESTERN,2021-09-03,106524.48999999999,1373.479999999999,1225.1799999999998,210252.27999999985,206998.40999999974,,39194.85,,,
SOUTHERN,2021-09-03,63777.465,779.18,738.7399999999999,112899.18000000001,107276.69000000003,,22279.634000000002,,,
EASTERN,2021-09-03,41100.49799999999,622.4700000000004,700.7400000000005,91740.41000000002,100368.74,,7073.5,,,
NORTH EASTERN,2021-09-03,4532.955,67.01999999999998,71.42999999999999,9159.059999999998,8677.36,,870.6800000000001,,,
BHUTAN IMP.,2021-09-03,0,30.659999999999997,52.64,5279.98,4602.97,,0,,,
NORTHERN,2021-09-04,71238.53,1004.6800000000002,994.5200000000007,157297.8300000001,147096.7199999999,,17189.269999999993,,,
WESTERN,2021-09-04,106524.48999999999,1375.959999999999,1194.210000000001,211628.24000000002,208192.61999999976,,39889.85,,,
SOUTHERN,2021-09-04,63777.465,779.18,681.7699999999994,113678.36000000002,107958.46,,23393.934,,,
EASTERN,2021-09-04,41100.49799999999,622.4700000000004,685.8900000000002,92362.87999999998,101054.63,,6073.5,,,
NORTH EASTERN,2021-09-04,4532.955,67.01999999999998,67.83,9226.08,8745.189999999999,,575.715,,,
BHUTAN IMP.,2021-09-04,0,30.659999999999997,51.95,5310.639999999999,4654.92,,0,,,
NORTHERN,2021-09-05,71238.53,1009.8300000000002,997.1699999999998,158307.66,148093.8900000001,,17981.26999999999,,,
WESTERN,2021-09-05,106524.48999999999,1379.789999999999,1151.08,213008.0300000001,209343.6999999998,,40449.85,,,
SOUTHERN,2021-09-05,63777.465,779.18,625.2100000000005,114457.5400000001,108583.67000000003,,22784.634000000002,,,
EASTERN,2021-09-05,41100.49799999999,622.4700000000004,688.9599999999999,92985.35000000003,101743.58999999995,,6161,,,
NORTH EASTERN,2021-09-05,4532.955,67.01999999999998,68.26999999999997,9293.099999999999,8813.460000000001,,550.715,,,
BHUTAN IMP.,2021-09-05,0,30.659999999999997,34.55,5341.299999999999,4689.47,,0,,,
NORTHERN,2021-09-06,71238.53,1007.4300000000002,1040,159315.09000000005,149133.89,,18871.26999999999,,,
WESTERN,2021-09-06,106524.48999999999,1383.829999999999,1220.4099999999999,214391.85999999996,210564.10999999996,,41104.85,,,
SOUTHERN,2021-09-06,63777.465,779.18,653.8599999999998,115236.71999999997,109237.53000000006,,22841.834000000003,,,
EASTERN,2021-09-06,41100.49799999999,622.4700000000004,709.9900000000002,93607.82000000004,102453.58,,5903.5,,,
NORTH EASTERN,2021-09-06,4532.955,67.01999999999998,70.74999999999999,9360.119999999999,8884.21,,540.75,,,
BHUTAN IMP.,2021-09-06,0,30.659999999999997,51.650000000000006,5371.959999999999,4741.12,,0,,,
NORTHERN,2021-09-07,71238.53,1007.4300000000002,1027.9400000000003,160322.51999999987,150161.83000000007,,19271.26999999999,,,
WESTERN,2021-09-07,106524.48999999999,1383.829999999999,1181.3499999999995,215775.69000000012,211745.4599999999,,40454.85,,,
SOUTHERN,2021-09-07,63777.465,790.15,623.4200000000001,116026.86999999998,109860.94999999997,,23236.754,,,
EASTERN,2021-09-07,41100.49799999999,621.2700000000004,684.9700000000003,94229.09,103138.55,,6291,,,
NORTH EASTERN,2021-09-07,4532.955,67.01999999999998,73.35,9427.140000000005,8957.559999999996,,497.75,,,
BHUTAN IMP.,2021-09-07,0,30.659999999999997,52.04,5402.619999999999,4793.16,,0,,,
NORTHERN,2021-09-08,71238.53,1007.4300000000002,1016.1900000000014,161329.95000000016,151178.01999999996,,18528.26999999999,,,
WESTERN,2021-09-08,106524.48999999999,1387.6099999999988,1132.9999999999995,217163.29999999976,212878.46,,41324.85,,,
SOUTHERN,2021-09-08,63777.465,790.15,618.7900000000003,116817.01999999993,110479.74000000002,,26650.754,,,
EASTERN,2021-09-08,41100.49799999999,610.8400000000005,693.6000000000003,94839.93000000002,103832.14999999998,,5891,,,
NORTH EASTERN,2021-09-08,4532.955,67.01999999999998,71.83999999999999,9494.16,9029.400000000003,,497.75,,,
BHUTAN IMP.,2021-09-08,0,30.659999999999997,50.91,5433.279999999999,4844.07,,0,,,
NORTHERN,2021-09-09,71238.53,1007.4300000000002,1047.6500000000008,162337.3800000001,152225.66999999998,,18538.26999999999,,,
WESTERN,2021-09-09,106524.48999999999,1390.0599999999988,1153.3199999999997,218553.3599999998,214031.78,,40894.85,,,
SOUTHERN,2021-09-09,63777.465,790.15,652.51,117607.17000000001,111132.24999999999,,24893.754,,,
EASTERN,2021-09-09,41100.49799999999,615.5200000000004,708.7200000000005,95455.44999999998,104540.87000000002,,6371,,,
NORTH EASTERN,2021-09-09,4532.955,67.01999999999998,72.72999999999999,9561.180000000002,9102.129999999997,,497.75,,,
BHUTAN IMP.,2021-09-09,0,30.659999999999997,52.480000000000004,5463.939999999999,4896.55,,0,,,
NORTHERN,2021-09-10,71238.53,1007.4300000000002,1004.9099999999997,163344.8099999999,153230.57999999996,,18105.669999999987,,,
WESTERN,2021-09-10,106524.48999999999,1397.299999999999,1117.4699999999998,219950.6600000002,215149.25000000006,,41124.85,,,
SOUTHERN,2021-09-10,63777.465,790.15,645.6600000000003,118397.31999999999,111810.95000000001,,24620.244000000002,,,
EASTERN,2021-09-10,41100.49799999999,615.5200000000004,688.1500000000001,96070.96999999997,105223.03999999995,,6278.5,,,
NORTH EASTERN,2021-09-10,4532.955,67.01999999999998,74.29999999999998,9628.2,9176.43,,497.75,,,
BHUTAN IMP.,2021-09-10,0,30.659999999999997,52.589999999999996,5494.5999999999985,4949.14,,0,,,
NORTHERN,2021-09-11,71238.53,1007.4300000000002,914.9000000000004,164352.24,154145.48,,19423.26999999999,,,
WESTERN,2021-09-11,106524.48999999999,1396.4299999999992,1094.3600000000006,221347.09000000005,216243.6099999999,,42997.85,,,
SOUTHERN,2021-09-11,63777.465,790.15,643.2800000000001,119187.46999999987,112454.23000000004,,23493.659,,,
EASTERN,2021-09-11,41100.49799999999,610.4700000000005,647.5,96681.44000000005,105870.53999999995,,6088.5,,,
NORTH EASTERN,2021-09-11,4532.955,67.01999999999998,70.84,9695.22,9247.269999999999,,531.25,,,
BHUTAN IMP.,2021-09-11,0,30.659999999999997,53.8,5525.259999999998,5002.9400000000005,,0,,,
NORTHERN,2021-09-12,71238.53,1010.1100000000002,911.7000000000003,165362.35000000003,155057.17999999988,,19278.07999999999,,,
WESTERN,2021-09-12,106524.48999999999,1403.9299999999992,1011.8699999999995,222751.0200000002,217255.48000000013,,44410.85,,,
SOUTHERN,2021-09-12,63777.465,790.15,608.4399999999998,119977.61999999997,113061.74999999997,,24558.054,,,
EASTERN,2021-09-12,41100.49799999999,610.4700000000005,591.3700000000002,97291.90999999999,106461.90999999996,,7298.5,,,
NORTH EASTERN,2021-09-12,4532.955,67.01999999999998,67.36,9762.24,9314.630000000001,,497.75,,,
BHUTAN IMP.,2021-09-12,0,30.659999999999997,51.91,5555.919999999998,5054.85,,0,,,
NORTHERN,2021-09-13,71238.53,1010.1100000000002,946.1600000000002,166372.4599999999,156003.34000000003,,19682.07999999999,,,
WESTERN,2021-09-13,106524.48999999999,1414.869999999999,1046.0400000000004,224165.88999999987,218301.52,,45800.39,,,
SOUTHERN,2021-09-13,63777.465,790.15,644.7900000000002,120767.76999999997,113706.53999999996,,24570.754,,,
EASTERN,2021-09-13,41100.49799999999,610.4700000000005,609.1699999999998,97902.38,107071.07999999994,,9424.5,,,
NORTH EASTERN,2021-09-13,4532.955,67.01999999999998,68.30999999999999,9829.259999999998,9382.939999999999,,507.71500000000003,,,
BHUTAN IMP.,2021-09-13,0,30.659999999999997,51.42,5586.579999999998,5106.27,,0,,,
NORTHERN,2021-09-14,71238.53,1009.9000000000002,927.6500000000005,167382.36,156930.99000000002,,20539.07999999999,,,
WESTERN,2021-09-14,106524.48999999999,1414.869999999999,1048.4399999999998,225580.76,219349.95999999996,,46172.85,,,
SOUTHERN,2021-09-14,63777.465,790.15,667.1399999999999,121557.92000000004,114373.68000000002,,25045.754,,,
EASTERN,2021-09-14,41100.49799999999,610.4700000000005,611.7299999999999,98512.84999999996,107682.81,,8104.5,,,
NORTH EASTERN,2021-09-14,4532.955,67.01999999999998,67.14999999999999,9896.280000000002,9450.09,,519.75,,,
BHUTAN IMP.,2021-09-14,0,30.659999999999997,49.72,5617.239999999998,5155.99,,0,,,
NORTHERN,2021-09-15,71238.53,1009.2600000000002,922.3200000000002,168391.62000000002,157853.30999999994,,22529.07999999999,,,
WESTERN,2021-09-15,106524.48999999999,1418.179999999999,1096.7300000000005,226998.93999999983,220446.68999999994,,45145.85,,,
SOUTHERN,2021-09-15,63777.465,790.15,732.4799999999997,122348.07,115106.16,,24845.754,,,
EASTERN,2021-09-15,41100.49799999999,607.5400000000005,657.83,99120.39000000003,108340.63999999998,,7311,,,
NORTH EASTERN,2021-09-15,4532.955,67.01999999999998,66.66000000000001,9963.300000000001,9516.750000000004,,662.75,,,
BHUTAN IMP.,2021-09-15,0,30.659999999999997,49.63,5647.899999999998,5205.620000000001,,0,,,
NORTHERN,2021-09-16,71238.53,1009.2600000000002,914.4000000000005,169400.87999999995,158767.7099999999,,21271.52999999999,,,
WESTERN,2021-09-16,106524.48999999999,1418.179999999999,1099.8999999999996,228417.12000000014,221546.58999999997,,43591.26,,,
SOUTHERN,2021-09-16,63777.465,793.62,745.11,123141.68999999999,115851.27,,21699.754,,,
EASTERN,2021-09-16,41100.49799999999,607.5400000000005,658.8600000000004,99727.93000000002,108999.50000000004,,7254.5,,,
NORTH EASTERN,2021-09-16,4532.955,67.01999999999998,68.13,10030.32,9584.88,,641.75,,,
BHUTAN IMP.,2021-09-16,0,30.659999999999997,44.879999999999995,5678.559999999998,5250.5,,0,,,
NORTHERN,2021-09-17,71238.53,1009.2600000000002,893.37,170410.1399999998,159661.07999999987,,20346.19999999999,,,
WESTERN,2021-09-17,106524.48999999999,1418.179999999999,1127.58,229835.30000000016,222674.16999999993,,40706.26,,,
SOUTHERN,2021-09-17,63777.465,793.62,792.5699999999999,123935.30999999998,116643.84000000001,,21339.554,,,
EASTERN,2021-09-17,41100.49799999999,607.5400000000005,669.3200000000006,100335.46999999999,109668.81999999999,,7004.5,,,
NORTH EASTERN,2021-09-17,4532.955,67.01999999999998,66.85999999999999,10097.34,9651.740000000002,,554.35,,,
BHUTAN IMP.,2021-09-17,0,30.659999999999997,44.879999999999995,5709.2199999999975,5295.379999999999,,0,,,
NORTHERN,2021-09-18,71238.53,1009.2600000000002,960.2199999999995,171419.40000000002,160621.29999999993,,18962.52999999999,,,
WESTERN,2021-09-18,106524.48999999999,1409.819999999999,1176.8899999999996,231245.11999999982,223851.06000000038,,40526.26,,,
SOUTHERN,2021-09-18,63777.465,793.62,820.37,124728.93000000001,117464.20999999993,,21067.543999999998,,,
EASTERN,2021-09-18,41100.49799999999,607.5400000000005,680.6999999999999,100943.01000000001,110302.84000000001,,6794.5,,,
NORTH EASTERN,2021-09-18,4532.955,67.01999999999998,72.19,10164.359999999997,9723.93,,554.215,,,
BHUTAN IMP.,2021-09-18,0,30.659999999999997,26.04,5739.879999999997,5321.42,,0,,,
NORTHERN,2021-09-19,71238.53,1011.7600000000002,1020.2699999999999,172431.15999999992,161641.56999999995,,16747.53,,,
WESTERN,2021-09-19,106524.48999999999,1405.6499999999992,1163.1299999999997,232650.77000000014,225014.18999999986,,42096.26,,,
SOUTHERN,2021-09-19,63777.465,793.62,829.3799999999993,125522.55000000009,118293.58999999994,,18683.254,,,
EASTERN,2021-09-19,41100.49799999999,607.5400000000005,670.68,101550.55000000002,110973.47000000002,,7164.5,,,
NORTH EASTERN,2021-09-19,4532.955,67.01999999999998,73.23000000000002,10231.380000000001,9797.159999999998,,554.215,,,
BHUTAN IMP.,2021-09-19,0,30.659999999999997,28.16,5770.539999999997,5349.58,,0,,,
NORTHERN,2021-09-20,71238.53,997.7100000000002,1087.1399999999996,173428.86999999997,162728.70999999985,,15054.530000000002,,,
WESTERN,2021-09-20,106524.48999999999,1414.649999999999,1205.4000000000005,234065.41999999995,226219.5900000002,,41976.26,,,
SOUTHERN,2021-09-20,63777.465,793.62,830.9899999999994,126316.16999999995,119124.57999999997,,19438.254,,,
EASTERN,2021-09-20,41100.49799999999,607.5400000000005,649.6399999999999,102158.08999999997,111622.28,,7684.5,,,
NORTH EASTERN,2021-09-20,4532.955,67.01999999999998,68.19000000000001,10298.400000000003,9865.35,,595.4649999999999,,,
BHUTAN IMP.,2021-09-20,0,30.659999999999997,42.55,5801.199999999997,5392.13,,0,,,
NORTHERN,2021-09-21,71238.53,999.1100000000001,1063.0100000000007,174427.97999999998,163791.72000000012,,14953.340000000002,,,
WESTERN,2021-09-21,106524.48999999999,1414.649999999999,1153.0199999999998,235480.06999999995,227372.61000000002,,41292.36,,,
SOUTHERN,2021-09-21,63777.465,794.92,788.78,127111.08999999992,119913.36000000002,,17429.254,,,
EASTERN,2021-09-21,41100.49799999999,612.5900000000005,636.3100000000003,102770.68000000008,112258.59000000001,,7224.5,,,
NORTH EASTERN,2021-09-21,4532.955,67.01999999999998,63.14000000000002,10365.419999999998,9928.49,,652.615,,,
BHUTAN IMP.,2021-09-21,0,30.659999999999997,40.510000000000005,5831.859999999997,5432.639999999999,,0,,,
NORTHERN,2021-09-22,71238.53,1015.45,974.5200000000003,175443.42999999996,164766.23999999993,,15953.130000000001,,,
WESTERN,2021-09-22,106524.48999999999,1417.9799999999989,1117.98,236898.05000000002,228490.59000000005,,41907.36,,,
SOUTHERN,2021-09-22,63777.465,799.2499999999999,772.51,127910.34000000005,120685.87,,19001.454,,,
EASTERN,2021-09-22,41100.49799999999,612.5900000000005,631.2399999999998,103383.26999999999,112889.83000000003,,7157,,,
NORTH EASTERN,2021-09-22,4532.955,67.01999999999998,61.47,10432.440000000002,9989.959999999997,,736.615,,,
BHUTAN IMP.,2021-09-22,0,30.659999999999997,41.09,5862.519999999997,5473.73,,0,,,
NORTHERN,2021-09-23,71238.53,1012.77,939.0000000000006,176456.19999999998,165705.23999999993,,18183.829999999984,,,
WESTERN,2021-09-23,106524.48999999999,1417.9799999999989,1131.4299999999998,238316.03000000012,229622.02,,41596.46,,,
SOUTHERN,2021-09-23,63777.465,795.8399999999999,786.3399999999995,128706.17999999996,121472.21,,18483.453999999998,,,
EASTERN,2021-09-23,41100.49799999999,612.5900000000005,629.8200000000002,103995.85999999999,113519.65000000007,,7434.5,,,
NORTH EASTERN,2021-09-23,4532.955,67.01999999999998,62.82000000000001,10499.460000000001,10052.779999999999,,639.4649999999999,,,
BHUTAN IMP.,2021-09-23,0,30.659999999999997,39,5893.179999999997,5512.73,,0,,,
NORTHERN,2021-09-24,71238.53,1012.77,968.7700000000006,177468.9700000001,166674.01000000004,,18351.829999999984,,,
WESTERN,2021-09-24,106524.48999999999,1422.409999999999,1141.0099999999993,239738.44000000006,230763.02999999985,,41631.46,,,
SOUTHERN,2021-09-24,63777.465,795.8399999999999,815.6,129502.02000000005,122287.81,,19561.244000000002,,,
EASTERN,2021-09-24,41100.49799999999,617.0200000000004,636.78,104612.88000000003,114156.43000000005,,7534.5,,,
NORTH EASTERN,2021-09-24,4532.955,67.01999999999998,61.56,10566.480000000003,10114.34,,889.4649999999999,,,
BHUTAN IMP.,2021-09-24,0,30.659999999999997,37.91,5923.8399999999965,5550.639999999999,,0,,,
NORTHERN,2021-09-25,71238.53,1012.77,969.7,178481.73999999996,167643.71000000008,,18454.829999999984,,,
WESTERN,2021-09-25,106524.48999999999,1422.409999999999,1133.589999999999,241160.85000000003,231896.62,,40974.36,,,
SOUTHERN,2021-09-25,63777.465,795.8399999999999,775.4899999999997,130297.85999999999,123063.30000000002,,20771.244000000002,,,
EASTERN,2021-09-25,41100.49799999999,617.0200000000004,642.9899999999999,105229.90000000001,114799.41999999994,,7857.5,,,
NORTH EASTERN,2021-09-25,4532.955,67.01999999999998,60.94999999999999,10633.5,10175.290000000003,,708.5,,,
BHUTAN IMP.,2021-09-25,0,30.659999999999997,38.06,5954.499999999996,5588.7,,0,,,
NORTHERN,2021-09-26,71238.53,1012.77,944.5599999999997,179494.50999999986,168588.26999999996,,18470.019999999982,,,
WESTERN,2021-09-26,106524.48999999999,1433.4799999999989,1105.3799999999994,242594.33000000002,233001.99999999994,,41899.36,,,
SOUTHERN,2021-09-26,63777.465,804.4399999999998,735.8999999999994,131102.30000000002,123799.20000000001,,20851.244000000002,,,
EASTERN,2021-09-26,41100.49799999999,617.0200000000004,629.8999999999999,105846.92000000003,115429.31999999999,,8734.5,,,
